traffic,cpu,memory,optimal_cpu
867,2,50,2
4438,5,16,4
4026,13,10,4
3431,9,23,3
3659,7,25,4
4002,3,13,4
2285,6,54,3
2356,8,8,2
1338,12,15,2
4453,4,44,5
4463,13,29,4
1195,11,62,2
3043,10,35,4
1506,3,63,3
1254,9,44,3
1142,3,54,2
643,2,11,1
4218,8,28,4
764,10,34,2
2850,12,38,4
3780,1,38,5
2295,15,43,3
2168,13,3,2
239,4,31,1
4158,12,39,5
4315,3,57,5
263,3,5,1
3840,4,49,5
3190,14,55,4
1707,8,8,2
4689,8,41,5
2882,6,36,4
4380,3,24,4
3928,14,10,4
2491,4,14,3
3453,15,35,4
2458,8,24,3
2994,14,7,3
3327,5,35,4
4721,15,50,5
1473,3,50,3
3305,15,59,4
4415,5,8,4
3781,10,21,4
377,2,12,1
4035,1,54,5
1005,8,13,1
2827,3,28,3
2193,10,17,2
3507,10,45,4
2876,4,15,3
4398,1,49,5
3874,11,2,4
4804,2,11,5
762,10,59,2
4457,7,61,5
3776,7,63,5
4795,12,28,4
146,7,43,2
2719,13,42,4
339,6,23,1
560,9,23,1
4340,2,59,5
3248,6,3,3
662,10,29,1
1115,12,11,1
461,9,61,2
3333,9,60,4
876,2,10,1
4743,14,5,4
3977,11,63,5
388,4,20,1
4360,10,4,4
1441,10,3,2
2062,3,37,3
4071,6,5,4
2525,6,3,3
3977,7,32,5
1278,6,7,2
2871,15,29,3
2464,13,4,3
1318,8,18,2
1105,8,33,2
4554,7,8,4
778,5,8,1
3196,11,28,3
4330,1,58,5
2750,6,61,4
936,12,60,2
853,9,2,1
3412,13,18,3
3022,8,8,3
3433,6,52,4
4366,9,7,4
193,4,37,2
3589,3,29,3
1700,6,28,2
3130,11,58,4
2899,14,41,4
3683,4,14,4
3403,8,10,3
3150,6,41,4
3659,6,20,4
4058,1,42,5
2832,7,53,4
1463,6,20,2
3900,9,58,5
4207,11,55,5
1656,6,49,3
4001,8,46,5
498,1,12,1
2868,1,31,3
3783,4,15,4
459,5,60,2
3608,7,12,4
653,2,38,2
4463,8,42,5
3859,9,29,4
3627,3,23,4
4676,8,17,4
4319,2,24,4
4311,9,34,5
4380,10,45,5
4275,13,22,4
3197,1,28,3
1900,6,2,2
2983,7,56,4
493,5,3,1
2708,14,49,4
2371,4,9,2
2731,4,40,4
3822,10,50,5
3276,5,43,4
1295,2,13,2
770,4,58,2
1985,8,33,3
2656,15,28,3
4134,10,17,4
4874,10,46,6
237,6,20,1
1787,3,33,3
2606,5,51,4
2287,8,55,3
4957,6,3,5
3761,8,25,4
4542,2,13,4
4093,10,55,5
1600,11,27,2
204,7,20,1
3325,6,8,3
4575,10,37,5
1029,9,23,1
1214,4,11,2
2854,1,39,4
2519,8,59,4
3080,1,2,3
2743,1,43,4
1406,13,38,3
2775,9,35,4
1362,5,52,3
836,12,27,1
3059,7,21,3
3223,12,40,4
4100,12,29,4
3737,6,34,5
4845,9,29,5
2262,6,50,3
2728,15,57,4
4672,15,40,5
4284,9,41,5
398,1,26,1
1966,10,18,2
4105,7,12,4
2364,6,62,3
2806,5,15,3
485,7,33,2
3992,15,58,5
865,13,6,1
4719,5,42,5
1197,8,28,1
143,4,16,1
3621,6,60,5
1520,7,54,3
1499,4,14,2
3682,11,44,5
938,13,61,2
852,9,4,1
1076,7,24,1
1553,4,11,2
4471,5,30,4
4533,4,50,5
4223,14,34,5
2433,13,17,3
3037,9,42,4
2502,9,35,4
2527,14,27,3
3353,10,61,4
2746,3,23,3
3628,6,8,4
1896,1,53,3
2333,3,47,3
1057,2,39,2
1228,15,13,2
3077,9,11,3
4462,12,24,4
1881,13,32,3
4209,2,16,4
4563,10,20,4
4802,2,46,6
2242,14,31,2
2664,10,26,3
4495,13,14,4
3271,11,25,3
2885,11,7,3
3458,2,19,3
741,14,14,1
918,11,54,2
2931,1,22,3
4763,2,55,5
4556,6,30,4
2559,4,62,4
2356,4,16,2
3144,10,21,3
3380,11,18,3
4342,15,25,4
3999,8,47,5
2981,13,17,3
3841,8,53,5
2418,8,59,4
4164,5,47,5
2518,15,10,3
1370,15,30,2
1474,3,31,2
603,5,8,1
4934,10,3,5
2049,3,19,2
2818,11,15,3
4351,4,28,4
1059,13,3,1
3186,3,55,4
853,9,54,2
3756,9,28,4
3539,9,25,3
2887,7,63,4
3897,14,44,5
871,6,8,1
3532,11,20,3
1847,11,24,2
2951,3,26,3
3916,3,12,4
938,12,7,1
3658,4,30,4
4512,3,49,5
1679,4,51,3
4549,13,25,4
2302,11,9,2
1440,4,11,2
1873,2,16,2
422,4,24,1
508,15,17,1
4372,9,61,5
167,9,24,1
1951,15,3,2
2730,4,14,3
4829,4,43,6
3569,11,22,3
1286,14,8,2
4154,12,34,5
4653,7,50,5
482,4,3,1
3671,5,63,5
1040,5,42,2
766,6,45,2
263,12,6,1
2342,12,24,2
4937,13,14,5
4253,10,23,4
2494,1,10,3
832,3,25,1
4509,9,28,4
4559,3,25,4
2875,7,40,4
1900,13,18,2
3077,8,40,4
4036,5,43,5
1856,15,48,3
4392,8,60,5
4825,7,46,6
696,3,52,2
3424,11,10,3
955,13,49,2
3331,14,57,4
3728,3,63,5
1959,14,26,2
4136,10,35,5
1408,11,5,2
2881,2,44,4
3124,13,30,3
2876,7,8,3
588,5,32,2
1784,9,40,3
3441,5,5,3
2488,6,53,4
2269,9,14,2
4045,5,6,4
3316,5,48,4
3039,3,57,4
4056,13,42,5
2911,5,43,4
3493,15,43,4
3582,12,15,3
503,3,35,2
4081,6,24,4
2186,4,57,3
1191,11,36,2
3447,6,23,3
4083,5,54,5
617,5,63,2
4362,14,63,5
4103,11,43,5
769,9,42,2
3366,13,2,3
848,3,21,1
3067,9,61,4
913,6,61,2
781,5,7,1
1353,13,55,3
4762,10,47,5
2329,11,22,2
2246,14,47,3
731,7,28,1
2624,5,3,3
1890,14,42,3
2994,5,33,4
1396,9,62,3
763,1,52,2
1505,8,26,2
4408,8,47,5
1176,15,26,1
1282,6,14,2
4457,7,21,4
509,6,27,1
1797,1,58,3
2170,1,13,2
2678,13,25,3
772,2,10,1
2369,5,43,3
1447,15,61,3
4044,8,54,5
2325,5,12,2
2886,5,43,4
4525,6,3,4
1364,2,31,2
2614,3,8,3
4143,10,18,4
749,5,9,1
4269,6,21,4
3631,8,24,4
823,4,24,1
792,7,51,2
2788,2,60,4
4620,12,45,5
2976,1,16,3
4232,7,56,5
2670,5,58,4
1005,14,20,1
612,7,22,1
2073,10,47,3
251,4,48,2
1387,3,60,3
2208,6,2,2
2634,9,46,4
141,11,3,1
4253,6,40,5
444,7,4,1
1408,14,42,3
4341,13,23,4
1939,10,2,2
1817,5,24,2
250,15,43,2
1244,6,35,3
1785,2,61,3
500,9,5,1
961,10,26,1
4487,11,18,4
2805,7,57,4
3497,8,49,4
3747,6,61,5
3285,10,21,3
184,5,3,1
2260,8,24,2
2147,10,45,3
1585,5,48,3
4757,3,27,4
1293,6,60,3
4580,8,38,5
2308,6,58,3
1989,4,6,2
3577,7,30,3
659,12,33,2
4629,5,15,4
1726,10,12,2
3075,2,52,4
3020,8,44,4
2280,5,38,3
4927,14,27,5
1698,11,20,2
2518,2,55,4
3760,15,34,5
3264,13,23,3
2603,2,20,3
3147,1,29,3
645,3,52,2
3690,12,58,5
4840,2,23,5
4197,1,39,5
3400,3,3,3
1282,6,45,3
2668,8,22,3
1593,8,22,2
637,1,3,1
1428,15,45,3
645,2,50,2
3376,9,12,3
2855,4,61,4
2371,14,36,3
1378,5,42,3
3521,4,32,4
409,3,43,2
1408,5,42,3
134,11,11,1
2117,1,22,2
2268,12,28,2
4800,15,7,4
3885,15,31,4
2707,14,28,3
4027,10,35,5
1985,3,8,2
4392,1,23,4
2058,9,46,3
2606,12,52,4
446,12,57,2
488,2,14,1
3106,6,62,4
1817,5,12,2
3174,2,22,3
1952,7,54,3
2880,7,28,3
2560,13,47,4
955,15,7,1
1164,2,51,2
1759,10,19,2
4407,11,13,4
387,10,4,1
4042,2,16,4
1765,12,63,3
3172,14,57,4
2323,2,9,2
332,14,10,1
635,2,38,2
1264,10,11,2
129,2,35,2
2358,15,32,3
2544,12,63,4
4463,5,39,5
2421,7,17,3
4451,6,50,5
4337,7,9,4
162,14,58,2
1712,4,27,2
1353,11,62,3
1095,11,53,2
185,13,55,2
4302,8,50,5
3727,12,19,4
556,13,7,1
907,1,8,1
1939,2,22,2
332,5,2,1
1436,15,32,3
3892,6,27,4
1731,7,50,3
3898,15,9,4
772,12,20,1
3838,10,5,4
701,3,8,1
3159,7,26,3
4437,3,13,4
2341,10,58,3
3795,11,43,5
3854,9,46,5
4672,8,17,4
4185,1,58,5
991,9,56,2
821,9,59,2
506,13,25,1
999,11,56,2
219,6,14,1
2298,4,34,3
832,5,37,2
3682,3,10,4
2994,9,42,4
3789,2,8,4
2280,11,38,3
2782,9,26,3
720,11,12,1
4091,8,23,4
4590,2,51,5
4876,1,52,6
3335,3,46,4
259,10,23,1
1914,12,40,3
2982,15,49,4
1833,9,15,2
3901,11,16,4
4951,4,26,5
3264,9,34,4
2467,4,62,4
1326,3,16,2
121,5,35,2
1414,10,59,3
1865,6,17,2
3381,2,45,4
2260,7,30,2
4216,2,27,4
4831,4,15,5
4665,12,3,4
1247,1,24,2
4515,14,41,5
1799,9,37,3
534,6,6,1
4421,12,53,5
2996,10,61,4
722,14,54,2
988,6,54,2
634,1,40,2
1244,10,29,2
686,7,51,2
682,5,50,2
4054,4,15,4
3304,15,54,4
1609,7,37,3
2699,3,23,3
2408,5,10,3
892,8,21,1
2843,8,42,4
1859,11,46,3
2595,1,19,3
896,6,39,2
2736,8,56,4
404,12,58,2
1134,2,37,2
4924,8,25,5
903,3,2,1
1405,3,3,2
3780,12,43,5
444,14,53,2
428,11,38,2
3410,7,44,4
4739,11,33,5
4737,13,43,5
2842,12,51,4
4750,1,18,4
2742,3,19,3
2315,15,48,3
1211,7,36,3
767,8,47,2
2049,5,55,3
4002,5,19,4
3430,8,12,3
3767,13,35,5
1184,12,16,1
2931,14,55,4
2751,5,42,4
1840,14,52,3
2465,4,15,3
3979,3,42,5
3327,7,16,3
1457,3,34,3
2048,9,37,3
1595,11,54,3
4555,6,11,4
232,6,44,2
227,7,57,2
1994,11,37,3
3864,2,56,5
1406,1,29,2
3357,8,45,4
4805,15,35,6
3410,8,47,4
3238,2,34,4
4151,13,18,4
1857,1,42,3
3844,7,48,5
2499,3,49,4
1331,2,3,2
757,10,20,1
1396,8,24,2
1520,4,19,2
3454,4,54,4
415,4,59,2
1001,14,11,1
4643,15,24,4
1962,7,39,3
3879,13,47,5
3840,12,36,5
3730,14,39,5
3508,8,6,3
1288,12,23,2
4383,6,28,4
3624,15,63,5
4068,1,51,5
4314,5,55,5
3192,4,34,4
1286,7,32,3
1508,13,21,2
1416,3,59,3
1529,2,24,2
3098,1,58,4
3636,12,25,4
1274,7,56,3
4114,13,46,5
1762,4,35,3
1244,9,8,2
2331,13,20,2
3468,9,13,3
3390,7,40,4
413,11,23,1
1916,14,50,3
3819,13,20,4
3739,8,57,5
1276,7,43,3
2718,2,42,4
3776,9,44,5
982,10,42,2
334,13,40,2
673,4,54,2
3821,3,5,4
4548,3,44,5
1285,7,29,2
229,5,28,1
1892,10,58,3
4495,3,60,5
3333,6,15,3
1517,10,57,3
1718,7,58,3
2538,2,34,4
3349,10,13,3
4258,10,2,4
2457,3,38,4
1406,2,45,3
804,2,51,2
3312,8,54,4
2544,9,24,3
2616,7,55,4
1030,8,38,2
3190,7,50,4
2518,9,5,3
2708,6,35,4
2220,5,54,3
318,7,46,2
156,3,8,1
678,3,12,1
2939,11,15,3
1947,13,62,3
1819,12,15,2
1629,14,18,2
577,2,31,1
1300,9,7,2
4004,13,5,4
2645,10,6,3
715,1,29,1
2988,10,4,3
1105,9,43,2
987,11,46,2
1174,8,52,2
2306,5,35,3
2882,12,53,4
1847,9,23,2
1945,11,8,2
1785,10,24,2
997,4,13,1
517,7,63,2
2770,3,25,3
3272,2,49,4
866,2,32,2
3830,6,13,4
2385,12,60,3
2848,9,23,3
228,12,22,1
1497,12,7,2
1730,13,55,3
1793,13,16,2
2253,10,37,3
1995,5,44,3
1934,14,4,2
2657,3,56,4
4915,1,52,6
4775,10,63,5
601,1,46,2
3455,13,9,3
3947,1,21,4
3632,14,17,4
2035,13,32,3
835,5,10,1
761,2,27,1
3357,1,40,4
1741,2,44,3
1308,12,60,3
2248,12,38,3
3871,6,24,4
4101,13,24,4
3036,12,25,3
4803,13,51,6
2874,14,34,4
4937,1,58,6
3670,3,48,5
3755,15,42,5
655,10,52,2
4423,3,25,4
1251,9,63,3
4859,11,24,5
3326,9,52,4
3502,3,35,4
2392,10,25,2
2663,4,54,4
3633,4,33,5
3349,15,59,4
464,7,56,2
2390,3,11,2
462,8,35,2
1877,14,41,3
4012,9,3,4
771,4,2,1
1453,14,53,3
2182,2,28,2
3895,12,30,4
2150,2,36,3
4424,7,16,4
742,4,7,1
389,5,35,2
2429,2,63,4
532,12,17,1
3453,15,5,3
1217,15,31,2
2249,13,48,3
2739,1,38,4
1979,12,56,3
1186,1,11,1
4458,15,12,4
4204,2,6,4
1324,8,27,2
3612,7,62,5
4708,15,14,4
1537,4,46,3
2224,5,42,3
3016,10,54,4
134,12,3,1
3656,13,49,5
3070,10,47,4
540,12,28,1
415,4,58,2
2035,11,19,2
956,2,23,1
2549,7,63,4
3577,13,19,3
176,5,62,2
2540,9,47,4
1101,12,52,2
2892,3,21,3
663,3,33,2
2771,6,10,3
2183,10,43,3
850,8,21,1
2348,13,57,3
4482,5,35,5
4307,4,3,4
1352,9,3,2
1294,7,11,2
1291,6,11,2
3583,4,53,4
3043,8,47,4
2758,4,46,4
2059,14,47,3
1400,3,62,3
708,2,2,1
2145,11,3,2
1605,10,21,2
3001,11,8,3
4807,8,26,5
394,8,22,1
4675,2,56,5
926,15,33,2
626,9,9,1
3288,15,56,4
1977,5,22,2
1557,3,49,3
1907,3,12,2
3894,3,28,4
253,13,23,1
2038,5,63,3
451,9,14,1
911,5,4,1
3438,15,4,3
3834,4,27,4
2937,9,3,3
3147,15,58,4
3975,4,19,4
473,7,17,1
1028,5,10,1
1699,14,48,3
499,14,62,2
629,3,26,1
3383,4,10,3
3852,2,12,4
4867,9,51,6
1493,1,14,2
3583,14,15,3
2986,15,30,3
3594,15,5,3
3980,8,42,5
1364,13,59,3
2214,2,59,3
259,6,57,2
2716,13,56,4
4038,10,39,5
2400,7,18,2
3369,7,40,4
1038,6,47,2
4237,4,15,4
325,7,29,1
4872,14,51,6
3604,14,7,4
839,14,49,2
801,3,4,1
4289,6,28,4
209,1,55,2
4766,8,55,5
295,1,4,1
1486,1,42,3
2410,10,43,4
2544,14,36,4
2385,14,30,2
3329,1,58,4
1283,11,51,3
1509,3,56,3
1712,10,22,2
4933,12,32,6
150,10,62,2
4418,3,51,5
4454,4,27,4
4960,12,22,5
3103,9,42,4
437,15,17,1
2270,4,24,2
2325,11,25,2
1293,1,54,3
2819,7,32,4
1978,14,49,3
4844,7,21,5
4927,15,39,6
4959,4,49,6
4998,5,52,6
3203,1,21,3
1510,8,48,3
4710,6,17,4
1264,7,25,2
2154,3,6,2
1379,4,53,3
3468,7,3,3
2362,5,57,3
4635,10,18,4
2984,14,4,3
2847,12,6,3
3804,5,44,5
3325,12,29,3
1305,15,14,2
2631,8,27,3
705,13,57,2
132,8,35,2
1875,5,14,2
3382,4,55,4
4724,1,59,5
3545,12,58,4
554,8,2,1
1419,2,11,2
1584,4,40,3
3606,7,15,4
1678,2,21,2
1579,1,19,2
414,13,51,2
4607,1,63,5
1759,14,20,2
495,12,13,1
858,3,60,2
2071,8,40,3
1892,13,9,2
4900,10,10,5
1711,4,27,2
1982,15,49,3
1411,6,53,3
3702,1,51,5
3820,10,33,5
254,10,50,2
3112,8,43,4
4857,14,22,5
2912,14,25,3
4388,12,56,5
3884,2,8,4
4670,3,37,5
1702,12,4,2
543,10,5,1
3289,2,25,3
4403,12,7,4
552,15,18,1
1606,11,24,2
3418,12,25,3
3396,14,9,3
2580,9,28,3
1368,2,24,2
1504,12,29,2
3293,2,15,3
4939,9,9,5
4478,5,42,5
1406,3,21,2
4710,15,39,5
550,1,19,1
2214,13,42,3
3881,5,4,4
4053,11,30,4
1275,7,53,3
771,5,30,1
2796,4,22,3
4389,10,58,5
993,13,48,2
3246,3,9,3
3997,7,29,4
2157,4,7,2
3413,12,41,4
4631,15,7,4
2482,9,46,4
4381,6,39,5
1096,1,57,2
2320,9,44,3
3445,9,25,3
3372,13,51,4
1312,9,57,3
3601,1,30,4
4977,8,42,6
291,12,54,2
1347,3,56,3
914,12,3,1
4087,12,7,4
4074,1,18,4
4646,7,14,4
3070,9,55,4
1843,2,17,2
2630,4,46,4
2773,6,23,3
3766,9,39,5
1155,12,14,1
2066,7,31,2
4429,6,34,5
3572,2,39,4
4041,10,62,5
2246,4,9,2
1541,9,48,3
1747,14,32,3
4026,11,55,5
4291,9,34,5
3174,14,5,3
4044,5,42,5
3729,12,16,4
4828,7,13,5
4753,3,46,5
815,7,54,2
4609,15,9,4
4883,12,28,5
2785,14,8,3
1537,3,16,2
3820,3,33,5
2211,2,53,3
3465,9,59,4
3060,15,52,4
4540,9,44,5
338,6,9,1
1023,9,34,2
981,12,45,2
1752,8,10,2
4965,3,60,6
4141,12,26,4
1117,9,8,1
4836,4,46,6
1791,11,43,3
2969,15,2,3
4134,4,31,4
1958,1,59,3
4720,3,11,4
4042,1,20,4
3765,9,58,5
2327,13,50,3
1889,11,49,3
4111,9,9,4
2897,9,18,3
2006,5,48,3
2265,2,21,2
1228,15,18,2
2180,10,18,2
3896,3,62,5
1616,12,32,3
1147,6,14,1
2110,11,7,2
324,3,55,2
4586,9,53,5
3131,14,62,4
4695,15,26,4
2245,7,43,3
418,9,18,1
748,1,62,2
720,1,14,1
2241,8,51,3
381,1,19,1
3040,6,9,3
734,5,13,1
112,2,13,1
223,15,38,2
3582,3,38,4
1604,10,60,3
437,6,17,1
1151,1,58,2
4793,3,47,5
4777,11,55,5
4823,11,44,6
2716,11,61,4
919,7,43,2
3826,1,59,5
4516,10,26,4
3974,7,56,5
256,8,55,2
852,10,57,2
548,12,52,2
1881,3,22,2
735,6,61,2
3187,15,25,3
2087,11,60,3
716,3,12,1
3480,7,25,3
2730,14,16,3
4217,11,42,5
1542,2,21,2
1071,15,36,2
3115,15,63,4
3016,2,25,3
1205,4,32,3
4013,2,49,5
3541,15,25,3
1634,5,7,2
2092,13,40,3
384,10,44,2
206,13,31,1
1698,8,34,3
2592,9,13,3
914,7,21,1
3835,15,25,4
4159,5,44,5
2470,4,50,4
1321,13,6,2
539,12,23,1
3729,13,29,4
672,9,22,1
1837,6,21,2
1085,15,57,2
656,8,23,1
446,13,47,2
494,12,13,1
2708,11,32,4
4110,10,57,5
2920,7,29,3
1838,3,46,3
3847,2,38,5
4674,12,10,4
1124,13,10,1
4218,13,14,4
4084,12,20,4
4413,7,22,4
421,1,28,1
2021,12,33,3
3634,14,41,5
2895,15,56,4
4718,12,32,5
418,3,37,2
224,14,16,1
189,2,25,1
838,13,12,1
3719,15,54,5
3622,11,46,5
1202,1,48,3
4982,3,37,6
3443,3,6,3
212,3,19,1
3837,2,35,5
4117,5,46,5
2229,6,60,3
4610,8,26,4
3928,6,11,4
2799,2,54,4
4954,3,20,5
449,8,42,2
1336,6,26,2
4631,12,39,5
4806,1,20,5
4033,15,36,5
4546,9,6,4
3003,10,15,3
2292,15,16,2
1254,8,38,3
1075,5,41,2
4798,7,48,5
2776,15,63,4
2681,4,13,3
2401,7,29,3
757,15,10,1
2633,4,13,3
383,7,36,2
4857,6,61,6
1243,6,47,3
3780,4,50,5
808,15,24,1
1830,8,34,3
2034,12,20,2
3277,15,32,4
3804,7,34,5
4153,6,58,5
4725,5,27,4
4089,9,40,5
2809,6,56,4
4204,12,45,5
1921,9,38,3
1686,10,6,2
1073,3,34,2
1401,2,55,3
3878,14,9,4
3112,3,27,3
4300,11,24,4
1677,2,8,2
3041,15,10,3
777,12,23,1
778,7,27,1
3549,14,35,4
4573,13,27,4
4344,2,3,4
1533,7,42,3
4370,2,55,5
1747,10,58,3
4828,11,27,5
2413,14,48,4
2498,1,25,3
646,14,9,1
402,13,52,2
3197,11,17,3
2270,14,5,2
4471,9,62,5
3865,9,19,4
984,3,15,1
4480,2,36,5
2277,6,36,3
1138,2,45,2
760,4,56,2
3095,4,34,4
3935,13,35,5
2078,4,27,2
2612,11,25,3
2874,11,16,3
2355,4,8,2
3519,7,56,4
2718,13,11,3
1707,4,55,3
1824,12,17,2
3683,12,58,5
4923,14,14,5
1622,5,33,3
3685,4,62,5
3934,5,32,5
803,12,54,2
704,10,44,2
4542,6,18,4
1178,5,60,2
4012,15,38,5
3505,1,51,4
836,4,25,1
3838,7,49,5
3629,9,41,5
4941,2,38,6
1620,15,26,2
3621,1,48,5
4678,10,61,5
4396,11,33,5
1015,8,50,2
1958,5,44,3
4274,8,53,5
387,14,54,2
919,14,2,1
3365,12,3,3
872,7,48,2
3811,5,36,5
3384,5,61,4
504,13,58,2
3908,2,2,4
3233,6,27,3
4413,11,57,5
4968,11,36,6
2364,1,16,2
1132,2,62,2
4948,1,42,6
2338,8,15,2
146,3,47,2
4450,9,37,5
4922,9,12,5
1937,8,43,3
172,15,39,2
3498,9,7,3
2220,14,22,2
1049,10,3,1
4194,3,16,4
4181,14,22,4
442,14,4,1
3114,8,61,4
530,11,59,2
4415,14,35,5
2390,15,48,3
1496,13,25,2
516,8,31,1
3519,5,11,3
2520,3,44,4
1160,6,54,2
3819,10,45,5
2892,10,19,3
174,5,31,1
4832,6,30,5
3019,5,48,4
4376,11,14,4
3276,5,63,4
791,2,30,1
595,13,32,2
3584,6,5,3
2214,3,35,3
4990,5,55,6
157,7,13,1
269,2,14,1
1298,11,55,3
4684,8,47,5
1164,11,31,1
4117,2,12,4
1766,1,25,2
2466,12,34,4
3362,1,43,4
4851,5,51,6
1042,9,26,1
4046,5,45,5
1280,7,49,3
3499,1,56,4
798,6,47,2
2252,13,7,2
2409,11,54,4
1422,14,49,3
1402,12,26,2
1537,8,45,3
590,8,35,2
4420,8,29,4
1147,2,37,2
1512,1,48,3
871,9,24,1
1837,6,31,2
170,13,22,1
1552,4,24,2
2671,7,11,3
4406,15,45,5
3901,14,63,5
1762,10,26,2
2431,4,28,3
4683,10,55,5
4797,6,8,4
4809,8,40,6
1810,1,18,2
3584,5,48,4
2912,3,37,4
1169,9,29,1
2239,7,24,2
3164,13,45,4
2251,1,57,3
4852,6,59,6
4820,14,15,5
1673,8,58,3
2198,2,50,3
356,15,10,1
1910,9,49,3
2650,6,12,3
2080,8,50,3
4391,7,58,5
4011,13,21,4
4519,11,44,5
2254,9,13,2
2005,5,20,2
3585,8,43,4
4708,3,44,5
4622,2,9,4
703,13,44,2
292,5,22,1
727,1,48,2
181,9,24,1
4947,13,37,6
4747,3,27,4
4536,2,28,4
4268,8,26,4
2060,14,63,3
2293,15,26,2
3836,9,31,4
3058,4,59,4
546,14,60,2
2633,14,16,3
4001,15,20,4
1737,8,38,3
2340,3,43,3
2325,7,22,2
4590,12,44,5
1242,10,56,3
2876,8,42,4
1223,3,18,2
3978,8,34,5
2798,3,25,3
1552,6,54,3
4591,5,44,5
1432,5,41,3
3104,9,2,3
2688,10,35,4
4742,10,51,5
4287,12,40,5
3702,8,43,5
3254,4,21,3
3137,9,53,4
1699,13,8,2
4130,9,53,5
294,12,41,2
1705,11,37,3
1477,1,61,3
4230,2,40,5
4932,8,28,5
3468,11,32,4
4602,12,30,4
4953,12,32,6
1645,11,7,2
2274,3,57,3
4653,10,41,5
3720,6,36,5
2791,1,49,4
2900,9,19,3
1625,5,47,3
1011,4,57,2
1239,9,38,3
2952,11,34,4
3368,1,15,3
3679,10,45,5
1336,9,25,2
1016,11,28,1
2841,2,36,4
1991,10,61,3
1673,12,52,3
643,1,53,2
2877,11,4,3
4132,3,58,5
4206,14,38,5
1020,6,51,2
537,5,5,1
2983,9,13,3
3927,11,7,4
1989,6,47,3
4402,9,56,5
1854,4,53,3
3567,11,46,4
3576,12,14,3
2788,13,38,4
211,4,51,2
3059,2,46,4
1224,8,39,3
3375,1,46,4
4344,9,50,5
4110,14,3,4
2259,3,16,2
3857,1,47,5
4031,14,24,4
1757,5,10,2
4613,7,23,4
2915,4,6,3
1744,4,28,2
4662,5,23,4
681,3,18,1
2706,2,37,4
4034,14,22,4
2235,6,34,3
3217,10,47,4
3577,5,48,4
2230,12,3,2
681,11,37,2
2537,10,14,3
4395,5,54,5
458,9,40,2
4509,2,43,5
321,1,8,1
1297,14,12,2
3314,7,63,4
3770,9,57,5
2839,9,62,4
3159,10,27,3
1563,12,63,3
352,13,61,2
3204,8,48,4
4604,3,41,5
4165,2,20,4
770,2,61,2
2582,14,17,3
3539,5,36,4
2840,13,50,4
3155,9,29,3
4350,6,7,4
2752,1,39,4
2546,13,42,4
2819,7,54,4
2111,6,42,3
4050,13,50,5
1587,15,25,2
2426,10,17,3
4439,7,55,5
2296,6,42,3
3511,6,40,4
3978,3,20,4
3621,14,46,5
1063,3,31,1
2401,10,26,3
2549,6,37,4
3728,6,32,5
2859,7,10,3
4573,15,49,5
4477,9,46,5
1986,15,8,2
2614,10,62,4
4193,11,45,5
2726,5,19,3
2143,1,3,2
3022,9,28,3
2186,2,45,3
3773,12,33,5
2999,13,62,4
771,3,49,2
4509,10,42,5
3627,13,20,4
2920,7,54,4
2513,13,13,3
3943,13,46,5
4247,3,62,5
2138,14,18,2
1976,14,30,2
642,1,35,2
3857,7,43,5
4753,5,22,4
1715,6,19,2
1128,9,46,2
2979,4,34,4
542,9,35,2
2994,1,31,3
2205,11,31,2
4559,1,8,4
4783,12,49,5
2918,6,16,3
1406,7,23,2
2119,11,47,3
1753,8,60,3
4128,11,4,4
3859,9,57,5
1994,3,33,3
2443,15,17,3
4168,3,51,5
764,8,7,1
1075,8,14,1
4311,2,5,4
4761,12,34,5
3889,15,11,4
974,5,10,1
197,11,50,2
170,13,15,1
924,11,3,1
4531,14,46,5
1508,1,59,3
3483,10,33,4
1673,13,42,3
264,4,20,1
4470,13,3,4
2688,5,16,3
178,8,35,2
2255,2,44,3
417,10,32,2
1242,15,15,2
217,4,47,2
1712,4,44,3
1780,15,34,3
4120,13,25,4
1547,3,4,2
3113,13,38,4
2184,4,12,2
2885,7,31,3
798,3,29,1
1703,14,14,2
2506,3,17,3
533,14,59,2
1770,10,16,2
1502,9,6,2
4208,11,11,4
315,9,43,2
276,4,31,1
2160,5,21,2
4765,13,54,5
4512,10,12,4
1143,10,20,1
3091,8,47,4
1796,6,54,3
4751,3,58,5
4858,4,41,6
3914,4,52,5
930,4,16,1
659,13,57,2
1070,2,26,1
3731,14,38,5
2864,9,49,4
4161,8,11,4
785,11,42,2
1869,4,17,2
4850,11,11,5
2220,9,35,3
3634,8,62,5
668,1,2,1
648,1,57,2
3646,4,57,5
835,2,21,1
4913,10,42,6
1158,3,34,2
1799,8,61,3
4523,7,60,5
2957,14,19,3
1885,3,23,2
2278,14,56,3
2230,14,55,3
1274,8,18,2
3722,8,9,4
1458,7,27,2
4824,7,43,6
1907,2,13,2
2479,15,29,3
4221,9,51,5
2425,1,59,4
1901,2,37,3
219,14,60,2
2199,11,22,2
4052,1,32,5
547,7,25,1
1549,13,44,3
176,7,2,1
4932,10,43,6
3496,13,25,3
2683,7,5,3
1230,9,16,2
4898,6,45,6
271,4,47,2
3586,5,59,4
2493,2,26,3
1227,4,55,3
1958,10,50,3
2108,15,2,2
1885,1,34,3
1275,9,48,3
4445,8,11,4
1775,3,33,3
3939,2,31,4
3463,2,36,4
639,11,53,2
2809,4,51,4
1821,10,24,2
